5.434049,29.528893,160.461464,871.955526,1.000000
2.783694,7.748951,21.570709,60.046249,1.000000
4.245176,18.021518,76.504516,324.775129,1.000000
8.447761,71.364671,602.871711,5092.916320,1.000000
0.047189,0.002227,0.000105,0.000005,1.000000
1.215691,1.477905,1.796676,2.184204,1.000000
6.707491,44.990433,301.772921,2024.139103,1.000000
8.258528,68.203277,563.258645,4651.687036,1.000000
1.367066,1.868869,2.554867,3.492672,1.000000
5.750933,33.073234,190.201961,1093.838791,1.000000
8.913220,79.445483,708.115028,6311.584709,1.000000
2.092021,4.376553,9.155841,19.154214,1.000000
1.853282,3.434655,6.365385,11.796854,1.000000
1.083769,1.174555,1.272946,1.379580,1.000000
2.196975,4.826699,10.604136,23.297022,1.000000
9.786238,95.770451,937.232414,9171.979323,1.000000
8.116831,65.882953,534.760831,4340.563555,1.000000
1.719410,2.956371,5.083215,8.740131,1.000000
8.162247,66.622284,543.787571,4438.528731,1.000000
2.740737,7.511642,20.587438,56.424764,1.000000
4.317042,18.636850,80.456062,347.332186,1.000000
9.400298,88.365606,830.663048,7808.480355,1.000000
8.176494,66.855051,546.639906,4469.597799,1.000000
3.361120,11.297124,37.970985,127.625017,1.000000
1.754105,3.076883,5.397174,9.467207,1.000000
3.728320,13.900373,51.825047,193.220383,1.000000
0.056885,0.003236,0.000184,0.000010,1.000000
2.524264,6.371906,16.084371,40.601191,1.000000
7.956625,63.307883,503.717088,4007.888017,1.000000
0.152550,0.023271,0.003550,0.000542,1.000000
5.988434,35.861339,214.753254,1286.035636,1.000000
6.038045,36.457992,220.135011,1329.185191,1.000000
1.051477,1.105604,1.162517,1.222359,1.000000
3.819434,14.588080,55.718213,212.812064,1.000000
0.364761,0.133050,0.048531,0.017702,1.000000
8.904116,79.283275,705.947451,6285.837731,1.000000
9.809209,96.220573,943.847667,9258.398625,1.000000
0.599420,0.359304,0.215374,0.129100,1.000000
8.905459,79.307208,706.267124,6289.633236,1.000000
5.769015,33.281534,192.001669,1107.660505,1.000000
7.424797,55.127609,409.311299,3039.053260,1.000000
6.301839,39.713179,250.266077,1577.136616,1.000000
5.818422,33.854034,196.977052,1146.095597,1.000000
0.204391,0.041776,0.008539,0.001745,1.000000
2.100266,4.411116,9.264517,19.457947,1.000000
5.446849,29.668162,161.597990,880.199816,1.000000
7.691152,59.153815,454.960963,3499.173787,1.000000
2.506952,6.284810,15.755718,39.498834,1.000000
2.858957,8.173635,23.368069,66.808302,1.000000
8.523951,72.657739,619.330995,5279.146975,1.000000
9.750065,95.063766,926.877894,9037.119655,1.000000
8.848533,78.296535,692.809470,6130.347409,1.000000
3.595078,12.924589,46.464911,167.045000,1.000000
5.988589,35.863204,214.770004,1286.169380,1.000000
3.547956,12.587993,44.661645,158.457558,1.000000
3.401902,11.572938,39.370004,133.932900,1.000000
1.780810,3.171284,5.647454,10.057041,1.000000
2.376942,5.649854,13.429375,31.920847,1.000000
0.448623,0.201262,0.090291,0.040507,1.000000
5.054314,25.546093,129.117983,652.602868,1.000000
3.762525,14.156591,53.264521,200.409067,1.000000
5.928054,35.141824,208.322633,1234.947818,1.000000
6.299419,39.682677,249.977798,1574.714827,1.000000
1.426003,2.033485,2.899756,4.135061,1.000000
9.338413,87.205957,814.365244,7604.878981,1.000000
9.463799,89.563488,847.610830,8021.618361,1.000000
6.022967,36.276126,218.489897,1315.957346,1.000000
3.877663,15.036269,58.305580,226.089380,1.000000
3.631880,13.190553,47.906505,173.990679,1.000000
2.043453,4.175699,8.532844,17.436464,1.000000
2.767651,7.659890,21.199899,58.673914,1.000000
2.465359,6.077994,14.984436,36.942012,1.000000
1.736080,3.013974,5.232500,9.084038,1.000000
9.666097,93.433430,903.136594,8729.805869,1.000000
9.570126,91.587312,876.502114,8388.235669,1.000000
5.979737,35.757253,213.818961,1278.581122,1.000000
7.313008,53.480079,391.100222,2860.118865,1.000000
3.403852,11.586210,39.437747,134.240262,1.000000
0.920556,0.847423,0.780101,0.718126,1.000000
4.634980,21.483041,99.573471,461.521066,1.000000
5.086989,25.877456,131.638334,669.642750,1.000000
0.884602,0.782520,0.692219,0.612338,1.000000
5.280352,27.882120,147.227413,777.412599,1.000000
9.921580,98.437757,976.658116,9689.991992,1.000000
3.950359,15.605339,61.646695,243.526597,1.000000
3.355964,11.262497,37.796540,126.843842,1.000000
8.054505,64.875057,522.536494,4208.772996,1.000000
7.543490,56.904241,429.256567,3238.092594,1.000000
3.130664,9.801060,30.683829,96.060771,1.000000
6.340367,40.200252,254.884341,1616.060223,1.000000
5.404046,29.203711,157.818188,852.856707,1.000000
2.967938,8.808653,26.143532,77.592369,1.000000
1.107879,1.227396,1.359806,1.506501,1.000000
3.126403,9.774396,30.558699,95.538809,1.000000
4.569791,20.882993,95.430918,436.099377,1.000000
6.589401,43.420202,286.113107,1885.313908,1.000000
2.542575,6.464689,16.436957,41.792198,1.000000
6.411013,41.101082,263.499557,1689.298974,1.000000
2.001236,4.004946,8.014842,16.039591,1.000000
6.576248,43.247038,284.403253,1870.306338,1.000000
